SPELL NAME,SPELL BASICS,SPELL LEVEL,SCHOOL,RITUAL,CONCENTRATION,COMPONENTS,RANGE,CAST TIME,DURATION,DESCRIPTION,DAMAGE INFO,DAMAGE SPELL ,MELEE SPELL ATTACK,RANGED SPELL ATTACK,ACID,COLD,BLUDGEONING,FIRE,FORCE,LIGHTNING,NECROTIC,PIERCING,POISON,RADIANT,SLASHING,THUNDER,SPELL CATEGORY,AOE,BANISHMENT,BUFF,CONDITIONS,COMMUNICATION,CONCEALMENT,DEBUFF,DEFENSIVE,DIVINATION,HEAL,ILLUSION,ILLUMINATION,MINIONS,MOBILITY,6TH SENSE,OFFENSIVE,OTHER,PLANAR,REALITY WARP,REVIVE/RESTORE,SCALES,TELEPORTATION,WARDING,SAVING THROWS,CHARISMA,CONSTITUTION,DEXTERITY,STRENGTH,WISDOM,CLASS,ARTIFICER,BARD,CLERIC,DRUID,PALADIN,RANGER,SORCERER,WARLOCK,WIZARD
ANTILIFE SHELL,SPELL BASICS,5,ABJURATION,0,1,"V, S@",SELF (10-FOOT RADIUS),1 ACTION,"CONCENTRATION, UP TO 1 HOUR@","A SHIMMERING BARRIER EXTENDS OUT FROM YOU IN A 10-FOOT RADIUS AND MOVES WITH YOU, REMAINING CENTERED ON YOU AND HEDGING OUT CREATURES OTHER THAN UNDEAD AND CONSTRUCTS. THE BARRIER LASTS FOR THE DURATION.&THE BARRIER PREVENTS AN AFFECTED CREATURE FROM PASSING OR REACHING THROUGH. AN AFFECTED CREATURE CAN CAST SPELLS OR MAKE ATTACKS WITH RANGED OR REACH WEAPONS THROUGH THE BARRIER.&IF YOU MOVE SO THAT AN AFFECTED CREATURE IS FORCED TO PASS THROUGH THE BARRIER, THE SPELL ENDS.@",DAMAGE INFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,SAVING THROWS,0,0,0,0,0,CLASS,,,,,,,,,
ANTIMAGIC FIELD,SPELL BASICS,8,ABJURATION,0,1,"V, S, M, (A PINCH OF POWDERED IRON OR IRON FILINGS)@",SELF (10-FOOT RADIUS SPHERE)@,1 ACTION,"CONCENTRATION, UP TO 1 HOUR@","A 10-FOOT-RADIUS INVISIBLE SPHERE OF ANTIMAGIC SURROUNDS YOU. THIS AREA IS DIVORCED FROM THE MAGICAL ENERGY THAT SUFFUSES THE MULTIVERSE. WITHIN THE SPHERE, SPELLS CAN'T BE CAST, SUMMONED CREATURES DISAPPEAR, AND EVEN MAGIC ITEMS BECOME MUNDANE. UNTIL THE SPELL ENDS, THE SPHERE MOVES WITH YOU, CENTERED ON YOU.&SPELLS AND OTHER MAGICAL EFFECTS, EXCEPT THOSE CREATED BY AN ARTIFACT OR A DEITY, ARE SUPPRESSED IN THE SPHERE AND CAN'T PROTRUDE INTO IT. A SLOT EXPENDED TO CAST A SUPPRESSED SPELL IS CONSUMED. WHILE AN EFFECT IS SUPPRESSED, IT DOESN'T FUNCTION, BUT THE TIME IT SPENDS SUPPRESSED COUNTS AGAINST ITS DURATION.&TARGETED EFFECT. SPELLS AND OTHER MAGICAL EFFECTS, SUCH AS MAGIC MISSILE AND CHARM PERSON, THAT TARGET A CREATURE OR AN OBJECT IN THE SPHERE HAVE NO EFFECT ON THAT TARGET.&AREAS OF MAGIC. THE AREA OF ANOTHER SPELL OR MAGICAL EFFECT, SUCH AS FIREBALL, CAN'T EXTEND INTO THE SPHERE. IF THE SPHERE OVERLAPS AN AREA OF MAGIC, THE PART OF THE AREA THAT IS COVERED BY THE SPHERE IS SUPPRESSED. FOR EXAMPLE, THE FLAMES CREATED BY A WALL OF FIRE ARE SUPPRESSED WITHIN THE SPHERE, CREATING A GAP IN THE WALL IF THE OVERLAP IS LARGE ENOUGH.&SPELLS. ANY ACTIVE SPELL OR OTHER MAGICAL EFFECT ON A CREATURE OR AN OBJECT IN THE SPHERE IS SUPPRESSED WHILE THE CREATURE OR OBJECT IS IN IT.&MAGIC ITEMS. THE PROPERTIES AND POWERS OF MAGIC ITEMS ARE SUPPRESSED IN THE SPHERE. FOR EXAMPLE, A +1 LONG SWORD IN THE SPHERE FUNCTIONS AS A NONMAGICAL LONG SWORD.&A MAGIC WEAPON'S PROPERTIES AND POWERS ARE SUPPRESSED IF IT IS USED AGAINST A TARGET IN THE SPHERE OR WIELDED BY AN ATTACKER IN THE SPHERE. IF A MAGIC WEAPON OR PIECE OF MAGIC AMMUNITION FULLY LEAVES THE SPHERE (FOR EXAMPLE, IF YOU FIRE A MAGIC ARROW OR THROW A MAGIC SPEAR AT A TARGET OUTSIDE THE SPHERE), THE MAGIC OF THE ITEM CEASES TO BE SUPPRESSED AS SOON AS IT EXITS.&MAGICAL TRAVEL. TELEPORTATION AND PLANAR TRAVEL FAIL TO WORK IN THE SPHERE, WHETHER THE SPHERE IS THE DESTINATION OR THE DEPARTURE POINT FOR SUCH MAGICAL TRAVEL. A PORTAL TO ANOTHER LOCATION, WORLD, OR PLANE OF EXISTENCE, AS WELL AS AN OPENING TO AN EXTRADIMENSIONAL SPACE SUCH AS THAT CREATED BY THE ROPE TRICK SPELLS, TEMPORARILY CLOSES WHILE IN THE SPHERE.&CREATURES AND OBJECTS. A CREATURE OR OBJECT SUMMONED OR CREATED BY MAGIC TEMPORARILY WINKS OUT OF EXISTENCE IN THE SPHERE. SUCH A CREATURE INSTANTLY REAPPEARS ONCE THE SPACE THE CREATURE OCCUPIED IS NO LONGER WITHIN THE SPHERE.&DISPEL MAGIC. SPELLS AND MAGICAL EFFECTS SUCH AS DISPEL MAGIC HAVE NO EFFECT ON THE SPHERE. LIKEWISE, THE SPHERES CREATED BY DIFFERENT ANTIMAGIC FIELD SPELLS DON'T NULLIFY EACH OTHER.@",DAMAGE INFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SAVING THROWS,0,0,0,0,0,CLASS,,,,,,,,,
ANTIPATHY/SYMPATHY,SPELL BASICS,8,ENCHANTMENT,0,0,"V, S, M, (EITHER A LUMP OF ALUM SOAKED IN VINEGAR FOR THE ANTIPATHY EFFECT OR A DROP OF HONEY FOR THE SYMPATHY EFFECT)@",60 FEET,1 HOUR@,10 DAYS@,"THIS SPELL ATTRACTS OR REPELS CREATURES OF YOUR CHOICE. YOU TARGET SOMETHING WITHIN RANGE, EITHER A HUGE OR SMALLER OBJECT OR CREATURE OR AN AREA THAT IS NO LARGER THAN A 200-FOOT CUBE. THEN SPECIFY A KIND OF INTELLIGENT CREATURE, SUCH AS RED DRAGONS, GOBLINS, OR VAMPIRES. YOU INVEST THE TARGET WITH AN AURA THAT EITHER ATTRACTS OR REPELS THE SPECIFIED CREATURES FOR THE DURATION. CHOOSE ANTIPATHY OR SYMPATHY AS THE AURA'S EFFECT.&ANTIPATHY. THE ENCHANTMENT CAUSES CREATURES OF THE KIND YOU DESIGNATED TO FEEL AN INTENSE URGE TO LEAVE THE AREA AND AVOID THE TARGET. WHEN SUCH A CREATURE CAN SEE THE TARGET OR COMES WITHIN 60 FEET OF IT, THE CREATURE MUST SUCCEED ON A WISDOM SAVING THROW OR BECOME FRIGHTENED. THE CREATURE REMAINS FRIGHTENED WHILE IT CAN SEE THE TARGET OR IS WITHIN 60 FEET OF IT. WHILE FRIGHTENED BY THE TARGET, THE CREATURE MUST USE ITS MOVEMENT TO MOVE TO THE NEAREST SAFE SPOT FROM WHICH IT CAN'T SEE THE TARGET. IF THE CREATURE MOVES MORE THAN 60 FEET FROM THE TARGET AND CAN'T SEE IT, THE CREATURE IS NO LONGER FRIGHTENED, BUT THE CREATURE BECOMES FRIGHTENED AGAIN IF IT REGAINS SIGHT OF THE TARGET OR MOVES WITHIN 60 FEET OF IT.&SYMPATHY. THE ENCHANTMENT CAUSES THE SPECIFIED CREATURES TO FEEL AN INTENSE URGE TO APPROACH THE TARGET WHILE WITHIN 60 FEET OF IT OR ABLE TO SEE IT. WHEN SUCH A CREATURE CAN SEE THE TARGET OR COMES WITHIN 60 FEET OF IT, THE CREATURE MUST SUCCEED ON A WISDOM SAVING THROW OR USE ITS MOVEMENT ON EACH OF ITS TURNS TO ENTER THE AREA OR MOVE WITHIN REACH OF THE TARGET. WHEN THE CREATURE HAS DONE SO, IT CAN'T WILLINGLY MOVE AWAY FROM THE TARGET.&IF THE TARGET DAMAGES OR OTHERWISE HARMS AN AFFECTED CREATURE, THE AFFECTED CREATURE CAN MAKE A WISDOM SAVING THROW TO END THE EFFECT, AS DESCRIBED BELOW.&ENDING THE EFFECT. IF AN AFFECTED CREATURE ENDS ITS TURN WHILE NOT WITHIN 60 FEET OF THE TARGET OR ABLE TO SEE IT, THE CREATURE MAKES A WISDOM SAVING THROW. ON A SUCCESSFUL SAVE, THE CREATURE IS NO LONGER AFFECTED BY THE TARGET AND RECOGNIZES THE FEELING OF REPUGNANCE OR ATTRACTION AS MAGICAL. IN ADDITION, A CREATURE AFFECTED BY THE SPELL IS ALLOWED ANOTHER WISDOM SAVING THROW EVERY 24 HOURS WHILE THE SPELL PERSISTS.&A CREATURE THAT SUCCESSFULLY SAVES AGAINST THIS EFFECT IS IMMUNE TO IT FOR 1 MINUTE@, AFTER WHICH TIME IT CAN BE AFFECTED AGAIN.@",DAMAGE INFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SAVING THROWS,0,0,0,0,1,CLASS,,,,,,,,,
ARCANE EYE,SPELL BASICS,4,DIVINATION,0,1,"V, S, M, (A BIT OF BAT FUR)@",30 FEET,1 ACTION,"CONCENTRATION, UP TO 1 HOUR@","YOU CREATE AN INVISIBLE, MAGICAL EYE WITHIN RANGE THAT HOVERS IN THE AIR FOR THE DURATION.&YOU MENTALLY RECEIVE VISUAL INFORMATION FROM THE EYE, WHICH HAS NORMAL VISION AND DARKVISION OUT TO 30 FEET. THE EYE CAN LOOK IN EVERY DIRECTION.&AS AN ACTION, YOU CAN MOVE THE EYE UP TO 30 FEET IN ANY DIRECTION. THERE IS NO LIMIT TO HOW FAR AWAY FROM YOU THE EYE CAN MOVE, BUT IT CAN’T ENTER ANOTHER PLANE OF EXISTENCE. A SOLID BARRIER BLOCKS THE EYE’S MOVEMENT, BUT THE EYE CAN PASS THROUGH AN OPENING AS SMALL AS 1 INCH IN DIAMETER.@",DAMAGE INFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,SAVING THROWS,0,0,0,0,0,CLASS,,,,,,,,,
ARCANE GATE,SPELL BASICS,6,CONJURATION,0,1,"V, S@",500 FEET,1 ACTION,"CONCENTRATION, UP TO 10 MINUTES@","YOU CREATE LINKED TELEPORTATION PORTALS THAT REMAIN OPEN FOR THE DURATION. CHOOSE TWO POINTS ON THE GROUND YOU CAN SEE, ONE POINT WITHIN 10 FEET OF YOU AND ONE POINT WITHIN 500 FEET OF YOU. A CIRCULAR PORTAL, 10 FEET IN DIAMETER, OPENS OVER EACH POINT. IF THE PORTAL WOULD OPEN IN THE SPACE OCCUPIED BY A CREATURE, THE SPELL FAILS, AND THE CASTING IS LOST.&THE PORTALS ARE TWO-DIMENSIONAL GLOWING RINGS FILLED WITH MIST, HOVERING INCHES FROM THE GROUND AND PERPENDICULAR TO IT AT THE POINTS YOU CHOOSE. A RING IS VISIBLE ONLY FROM ONE SIDE (YOUR CHOICE), WHICH IS THE SIDE THAT FUNCTIONS AS A PORTAL.&ANY CREATURE OR OBJECT ENTERING THE PORTAL EXITS FROM THE OTHER PORTAL AS IF THE TWO WERE ADJECENT TO EACH OTHER; PASSING THROUGH A PORTAL FROM THE NONPORTAL SIDE HAS NO EFFECT. THE MIST THAT FILLS EACH PORTAL IS OPAQUE AND BLOCKS VISION THROUGH IT. ON YOUR TURN, YOU CAN ROTATE THE RINGS AS A BONUS ACTION SO THAT THE ACTIVE SIDE FACES IN A DIFFERENT DIRECTION.@",DAMAGE INFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SAVING THROWS,0,0,0,0,0,CLASS,,,,,,,,,
*ARCANE HACKING,SPELL BASICS,2,TRANSMUTATION,0,,V.S.M. (HACKING TOOLS)@,SELF,1 ACTION,1 HOUR@ (CONCENTRATION),"YOU GAIN ADVANTAGE ON ALL INTELLIGENCE CHECKS USING HACKING TOOLS TO BREAK SOFTWARE ENCRYPTION OR ONLINE SECURITY WHEN USING A FOREIGN SYSTEM. THIS SPELL ALSO ALLOWS YOU TO BREAK 2ND-LEVEL AND LOWER PROTECTIVE SPELLS SUCH AS ARCANE LOCK OR GLYPH OF WARDING BY MAKING AN INTELLIGENCE CHECK USING HACKING TOOLS AGAINST THE SPELL SAVE DC OF THE SPELL'S CASTER.&&AT HIGHER LEVELS: WHEN YOU CAST THIS SPELL USING A SPELL SLOT OF 3RD LEVEL OR HIGHER, YOU CAN ATTEMPT TO COUNTERACT A SPELL SET TO SECURE THE FOREIGN SYSTEM IF THE SPELL'S LEVEL IS EQUAL TO OR LESS THAN THE LEVEL OF THE SPELL SLOT YOU USED.@",DAMAGE INFO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,,1,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,1,0,,SAVING THROWS,,,,,,CLASS,0,0,0,0,0,0,1,1,1
ARCANE LOCK,SPELL BASICS,2,ABJURATION,0,0,"V, S, M, (GOLD DUST WORTH AT LEAST 25GP)@",TOUCH,1 ACTION,UNTIL DISPELLED@,"YOU TOUCH A CLOSED DOOR, WINDOW, GATE, CHEST, OR OTHER ENTRYWAY, AND IT BECOMES LOCKED FOR THE DURATION. YOU AND THE CREATURES YOU DESIGNATE WHEN YOU CAST THIS SPELL CAN OPEN THE OBJECT NORMALLY. YOU CAN ALSO SET A PASSWORD THAT, WHEN SPOKEN WITHIN 5 FEET OF THE OBJECT, SUPPRESSES THIS SPELL FOR 1 MINUTE@. OTHERWISE, IT IS IMPASSABLE UNTIL IT IS BROKEN OR THE SPELL IS DISPELLED OR SUPPRESSED. CASTING KNOCK ON THE OBJECT SUPPRESSES ARCANE LOCK FOR 10 MINUTES.&WHILE AFFECTED BY THIS SPELL, THE OBJECT IS MORE DIFFICULT TO BREAK OR FORCE OPEN; THE DC TO BREAK IT OR PICK ANY LOCKS ON IT INCREASES BY 10.@",DAMAGE INFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SAVING THROWS,0,0,0,0,0,CLASS,,,,,,,,,
ARMOR OF AGATHYS,SPELL BASICS,1,ABJURATION,0,0,"V, S, M, (A CUP OF WATER)@",SELF,1 ACTION,1 HOUR@,"A PROTECTIVE MAGICAL FORCE SURROUNDS YOU, MANIFESTING AS A SPECTRAL FROST THAT COVERS YOU AND YOUR GEAR. YOU GAIN 5 TEMPORARY HIT POINTS FOR THE DURATION. IF A CREATURE HITS YOU WITH A MELEE ATTACK WHILE YOU HAVE THESE HIT POINTS, THE CREATURE TAKES 5 COLD DAMAGE.&&AT HIGHER LEVELS. WHEN YOU CAST THIS SPELL USING A SPELL SLOT OF 2ND LEVEL OR HIGHER, BOTH THE TEMPORARY HIT POINTS AND THE COLD DAMAGE INCREASE BY 5 FOR EACH SLOT LEVEL ABOVE 1ST.@",DAMAGE INFO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAVING THROWS,0,0,0,0,0,CLASS,,,,,,,,,
ARMS OF HADAR,SPELL BASICS,1,CONJURATION,0,0,"V, S@",Self (10-foot radius),1 ACTION,INSTANTANEOUS@,"YOU INVOKE THE POWER OF HADAR, THE DARK HUNGER. TENDRILS OF DARK ENERGY ERUPT FROM YOU AND BATTER ALL CREATURES WITHIN 10 FEET OF YOU. EACH CREATURE IN THAT AREA MUST MAKE A STRENGTH SAVING THROW. ON A FAILED SAVE, A TARGET TAKES 2D6 NECROTIC DAMAGE AND CAN'T TAKE REACTIONS UNTIL ITS NEXT TURN. ON A SUCCESSFUL SAVE, THE CREATURE TAKES HALF DAMAGE, BUT SUFFERS NO OTHER EFFECT.&&AT HIGHER LEVELS. WHEN YOU CAST THIS SPELL USING A SPELL SLOT OF 2ND LEVEL OR HIGHER, THE DAMAGE INCREASES BY 1D6 FOR EACH SLOT LEVEL ABOVE 1ST.@",DAMAGE INFO,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SPELL CATEGORY,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SAVING THROWS,0,0,0,1,0,CLASS,,,,,,,,,
ASTRAL PROJECTION,SPELL BASICS,9,NECROMANCY,0,0,"V, S, M, (FOR EACH CREATURE YOU AFFECT WITH THIS SPELL, YOU MUST PROVIDE ONE JACINTH WORTH AT LEAST 1,000 GPAND ONE ORNATELY CARVED BAR OF SILVER WORTH AT LEAST 100 GP, ALL OF WHICH THE SPELL CONSUMES)@",10 FEET,1 HOUR@,SPECIAL@,"YOU AND UP TO EIGHT WILLING CREATURES WITHIN RANGE PROJECT YOUR ASTRAL BODIES INTO THE ASTRAL PLANE (THE SPELL FAILS AND THE CASTING IS WASTED IF YOU ARE ALREADY ON THAT PLANE). THE MATERIAL BODY YOU LEAVE BEHIND IS UNCONSCIOUS AND IN A STATE OF SUSPENDED ANIMATION; IT DOESN'T NEED FOOD OR AIR AND DOESN'T AGE.&YOUR ASTRAL BODY RESEMBLES YOUR MORTAL FORM IN ALMOST EVERY WAY, REPLICATING YOUR GAME STATISTICS AND POSSESSIONS. THE PRINCIPAL DIFFERENCE IS THE ADDITION OF A SILVERY CORD THAT EXTENDS FROM BETWEEN YOUR SHOULDER BLADES AND TRAILS BEHIND YOU, FADING TO INVISIBILITY AFTER 1 FOOT. THIS CORD IS YOUR TETHER TO YOUR MATERIAL BODY. AS LONG AS THE TETHER REMAINS INTACT, YOU CAN FIND YOUR WAY HOME. IF THE CORD IS CUT-SOMETHING THAT CAN HAPPEN ONLY WHEN AN EFFECT SPECIFICALLY STATES THAT IT DOES-YOUR SOUL AND BODY ARE SEPARATED, KILLING YOU INSTANTLY.&YOUR ASTRAL FORM CAN FREELY TRAVEL THROUGH THE ASTRAL PLANE AND CAN PASS THROUGH PORTALS THERE LEADING TO ANY OTHER PLANE. IF YOU ENTER A NEW PLANE OR RETURN TO THE PLANE YOU WERE ON WHEN CASTING THIS SPELL, YOUR BODY AND POSSESSIONS ARE TRANSPORTED ALONG THE SILVER CORD, ALLOWING YOU TO RE-ENTER YOUR BODY AS YOU ENTER THE NEW PLANE. YOUR ASTRAL FORM IS A SEPARATE INCARNATION. ANY DAMAGE OR OTHER EFFECTS THAT APPLY TO IT HAVE NO EFFECT ON YOUR PHYSICAL BODY, NOR DO THEY PERSIST WHEN YOU RETURN TO IT.&THE SPELL ENDS FOR YOU AND YOUR COMPANIONS WHEN YOU USE YOUR ACTION TO DISMISS IT. WHEN THE SPELL ENDS, THE AFFECTED CREATURE RETURNS TO ITS PHYSICAL BODY, AND IT AWAKENS.&THE SPELL MIGHT ALSO END EARLY FOR YOU OR ONE OF YOUR COMPANIONS. A SUCCESSFUL DISPEL MAGIC SPELL USED AGAINST AN ASTRAL OR PHYSICAL BODY ENDS THE SPELL FOR THAT CREATURE. IF A CREATURE'S ORIGINAL BODY OR ITS ASTRAL FORM DROPS TO 0 HIT POINTS, THE SPELL ENDS FOR THAT CREATURE. IF THE SPELL ENDS AND THE SILVER CORD IS INTACT, THE CORD PULLS THE CREATURE'S ASTRAL FORM BACK TO ITS BODY, ENDING ITS STATE OF SUSPENDED ANIMATION.&IF YOU ARE RETURNED TO YOUR BODY PREMATURELY, YOUR COMPANIONS REMAIN IN THEIR ASTRAL FORMS AND MUST FIND THEIR OWN WAY BACK TO THEIR BODIES, USUALLY BY DROPPING TO 0 HIT POINTS.@",DAMAGE INFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,SAVING THROWS,0,0,0,0,0,CLASS,,,,,,,,,
AUGURY,SPELL BASICS,2,DIVINATION,1,0,"V, S, M, (SPECIALLY MARKED STICKS BONES OR SIMILAR TOKENS WORTH AT LEAST 25GP)@",SELF,1 MINUTE@,INSTANTANEOUS@,"BY CASTING GEM-INLAID STICKS, ROLLING DRAGON BONES, LAYING OUT ORNATE CARDS, OR EMPLOYING SOME OTHER DIVINING TOOL, YOU RECEIVE AN OMEN FROM AN OTHERWORLDLY ENTITY ABOUT THE RESULTS OF A SPECIFIC COURSE OF ACTION THAT YOU PLAN TO TAKE WITHIN THE NEXT 30 MINUTES. THE GM CHOOSES FROM THE FOLLOWING POSSIBLE OMENS:&$WEAL, FOR GOOD RESULTS&$WOE, FOR BAD RESULTS&$WEAL AND WOE, FOR BOTH GOOD AND BAD RESULTS&$NOTHING, FOR RESULTS THAT AREN’T ESPECIALLY GOOD OR BAD&&THE SPELL DOESN’T TAKE INTO ACCOUNT ANY POSSIBLE CIRCUMSTANCES THAT MIGHT CHANGE THE OUTCOME, SUCH AS THE CASTING OF ADDITIONAL SPELLS OR THE LOSS OR GAIN OF A COMPANION.&IF YOU CAST THE SPELL TWO OR MORE TIMES BEFORE COMPLETING YOUR NEXT LONG REST, THERE IS A CUMULATIVE 25 PERCENT CHANCE FOR EACH CASTING AFTER THE FIRST THAT YOU GET A RANDOM READING. THE GM MAKES THIS ROLL IN SECRET.@",DAMAGE INFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAVING THROWS,0,0,0,0,0,CLASS,,,,,,,,,
AURA OF LIFE,SPELL BASICS,4,ABJURATION,0,1,V@,SELF (30-FOOT RADIUS),1 ACTION,"CONCENTRATION, UP TO 10 MINUTES@","LIFE-PRESERVING ENERGY RADIATES FROM YOU IN AN AURA WITH A 30-FOOT RADIUS. UNTIL THE SPELL ENDS, THE AURA MOVES WITH YOU, CENTERED ON YOU. EACH NONHOSTILE CREATURE IN THE AURA (INCLUDING YOU) HAS RESISTANCE TO NECROTIC DAMAGE, AND ITS HIT POINT MAXIMUM CAN’T BE REDUCED. IN ADDITION, A NONHOSTILE, LIVING CREATURE REGAINS 1 HIT POINT WHEN IT STARTS ITS TURN IN THE AURA WITH 0 HIT POINTS.@",DAMAGE INFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SAVING THROWS,0,0,0,0,0,CLASS,,,,,,,,,
AURA OF PURITY,SPELL BASICS,4,ABJURATION,0,1,V@,SELF (30-FOOT RADIUS),1 ACTION,"CONCENTRATION, UP TO 10 MINUTES@","PURIFYING ENERGY RADIATES FROM YOU IN AN AURA WITH A 30-FOOT RADIUS.&UNTIL THE SPELL ENDS, THE AURA MOVES WITH YOU, CENTERED ON YOU. EACH NONHOSTILE CREATURE IN THE AURA (INCLUDING YOU) CAN’T BECOME DISEASED, HAS RESISTANCE TO POISON DAMAGE, AND HAS ADVANTAGE ON SAVING THROWS AGAINST EFFECTS THAT CAUSE ANY OF THE FOLLOWING CONDITIONS: BLNDED, CHARMED, DEAFENDED, FRIGHTENED, PARALYZED, POISONED, AND STUNNED.@",DAMAGE INFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAVING THROWS,0,0,0,0,0,CLASS,,,,,,,,,
AURA OF VITALITY,SPELL BASICS,3,EVOCATION,0,1,V@,SELF (30-FOOT RADIUS),1 ACTION,"CONCENTRATION, UP TO 10 MINUTES@","HEALING ENERGY RADIATES FROM YOU IN AN AURA WITH A 30-FOOT RADIUS.&UNTIL THE SPELL ENDS, THE AURA MOVES WITH YOU, CENTERED ON YOU. YOU CAN USE A BONUS ACTION TO CAUSE ONE CREATURE IN THE AURA (INCLUDING YOU) TO REGAIN 2D6 HIT POINTS.@",DAMAGE INFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,SAVING THROWS,0,0,0,0,0,CLASS,,,,,,,,,
AWAKEN,SPELL BASICS,5,TRANSMUTATION,0,0,"V, S, M, (AN AGATE WORTH AT LEAST 1,000 GP, WHICH THE SPELL CONSUMES)@",TOUCH,8 HOURS,INSTANTANEOUS@,"AFTER SPENDING THE CASTING TIME TRACING MAGICAL PATHWAYS WITHIN A PRECIOUS GEMSTONE, YOU TOUCH A HUGE OR SMALLER BEAST OR PLANT. THE TARGET MUST HAVE EITHER NO INTELLIGENCE SCORE OR AN INTELLIGENCE OF 3 OR LESS. THE TARGET GAINS AN INTELLIGENCE OF 10. THE TARGET ALSO GAINS THE ABILITY TO SPEAK ONE LANGUAGE YOU KNOW. IF THE TARGET IS A PLANT, IT GAINS THE ABILITY TO MOVE ITS LIMBS, ROOTS, VINES, CREEPERS, AND SO FORTH, AND IT GAINS SENSES SIMILAR TO A HUMAN'S. YOUR DM CHOOSES STATISTICS APPROPRIATE FOR THE AWAKENED PLANT, SUCH AS THE STATISTICS FOR THE AWAKENED SHRUB OR THE AWAKENED TREE.&THE AWAKENED BEAST OR PLANT IS CHARMED BY YOU FOR 30 DAYS OR UNTIL YOU AND YOUR COMPANIONS DO ANYTHING HARMFUL TO IT. WHEN THE CHARMED CONDITION ENDS, THE AWAKENED CREATURE CHOOSES WHETHER TO REMAIN FRIENDLY TO YOU, BASED ON HOW YOU TREATED IT WHILE IT WAS CHARMED.@",DAMAGE INFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SAVING THROWS,0,0,0,0,0,CLASS,,,,,,,,,
BANE,SPELL BASICS,1,ENCHANTMENT,0,1,"V, S, M, (A DROP OF BLOOD)@",30 FEET,1 ACTION,"CONCENTRATION, UP TO 1 MINUTE@","UP TO THREE CREATURES OF YOUR CHOICE THAT YOU CAN SEE WITHIN RANGE MUST MAKE CHARISMA SAVING THROWS. WHENEVER A TARGET THAT FAILS THIS SAVING THROW MAKES AN ATTACK ROLL OR A SAVING THROW BEFORE THE SPELL ENDS, THE TARGET MUST ROLL A D4 AND SUBTRACT THE NUMBER ROLLED FROM THE ATTACK ROLL OR SAVING THROW.&&AT HIGHER LEVELS: WHEN YOU CAST THIS SPELL USING A SPELL SLOT OF 2ND LEVEL OR HIGHER, YOU CAN TARGET ONE ADDITIONAL CREATURE FOR EACH SLOT LEVEL ABOVE 1ST.@",DAMAGE INFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SAVING THROWS,1,0,0,0,0,CLASS,,,,,,,,,
